Euclidean Train Loss,Hyperbolic Train Loss,Euclidean Test Loss,Hyperbolic Test Loss
0.07488174183714774,0.46513353961129345,0.06490065902471542,0.1290871798992157
0.06224839461426581,0.08669871740764187,0.062122445553541183,0.07016745954751968
0.060367316007614136,0.0673366273122449,0.06135818734765053,0.0671171024441719
0.06000672220703094,0.06593816066461225,0.06110633164644241,0.06636209785938263
0.05966253049911991,0.06537337781440827,0.06058250367641449,0.06579213589429855
0.058360659307049166,0.06492123873003068,0.05836751312017441,0.06525206565856934
0.05624218477356818,0.06426167848610109,0.056352585554122925,0.064634308218956
0.05471770561510517,0.06367017977660702,0.05520396679639816,0.06394550949335098
0.05416423010249292,0.06291999944275425,0.05494510009884834,0.06320773810148239
0.05344333018987409,0.0622492587614444,0.05396163463592529,0.06238526105880737
0.05306196681434108,0.06128960415240257,0.05385231971740723,0.06137125566601753
0.05249857433861302,0.06007335887801263,0.05321705341339111,0.060146264731884
0.05203096316226067,0.058995342302706935,0.053239356726408005,0.05904976651072502
0.05172992665921488,0.05793516722417647,0.052409976720809937,0.05819392204284668
0.05161591354877718,0.057211149363748486,0.05254034698009491,0.05752641335129738
0.05145501585737351,0.05651305351526507,0.05279604718089104,0.05691694840788841
0.051408731168316256,0.055733187664901054,0.05149407312273979,0.056083180010318756
0.04984108178365615,0.05481770935077821,0.049962326884269714,0.055156607180833817
0.04764673041720544,0.053904037682279464,0.048020634800195694,0.05426321178674698
0.046612677675101064,0.05288089283051029,0.048121195286512375,0.05319305881857872
0.046464535257508675,0.05194156508772604,0.047263890504837036,0.052291110157966614
0.04499769691498049,0.05113259005931116,0.04476350173354149,0.05136196315288544
0.042821242804488825,0.05033416252943777,0.04351700842380524,0.05068453773856163
0.041805393513171904,0.04955620006207497,0.04211118817329407,0.05001572147011757
0.0413906158458802,0.04889599197814541,0.04247559979557991,0.04926407337188721
0.04087667419545112,0.04813233654825918,0.04300480708479881,0.04845776781439781
0.04081774190548928,0.0472756453579472,0.04169338196516037,0.04763991758227348
0.04025512404980198,0.04681503003643405,0.041235361248254776,0.04735340550541878
0.03986441067630245,0.04637925819523873,0.04098150134086609,0.04682127758860588
0.0388688808006625,0.04595860754770617,0.03963189944624901,0.046560972929000854
0.03822677426280514,0.04578163619002988,0.04047118499875069,0.04636745527386665
0.038096649391997243,0.04564982268118089,0.039211444556713104,0.04627925530076027
0.0374400335694513,0.045497448093468146,0.038572270423173904,0.04615266993641853
0.0371258131438686,0.045336282301333644,0.038326989859342575,0.046012453734874725
0.0369315488684562,0.04527770691821652,0.03848455473780632,0.04582425206899643
0.03665992148941563,0.04508726803525802,0.0379803292453289,0.045662831515073776
0.03677308030666843,0.04499894969405666,0.03842448815703392,0.0456530936062336
0.036611376991195065,0.04487489788762985,0.038307346403598785,0.04546498507261276
0.036356829948002295,0.04469473407633843,0.03786851465702057,0.045194853097200394
0.036460076608965476,0.04438197624779517,0.03793925419449806,0.04516776651144028
0.03645681854217283,0.044335142979698795,0.037711236625909805,0.045230984687805176
0.03605042205702874,0.044235740698152975,0.03743693232536316,0.04491202160716057
0.03593659557161793,0.044032197926313646,0.03725332021713257,0.044753268361091614
0.03598224636047117,0.04386028166740171,0.037750426679849625,0.04438166320323944
0.03604643293205769,0.043578641308892156,0.038024384528398514,0.04436509311199188
0.035882832662713145,0.04351911297248256,0.03715554624795914,0.04431456699967384
0.03561440506769765,0.04318947284933059,0.03754953294992447,0.04403632879257202
0.03556074274163092,0.043189800795047514,0.03695284575223923,0.0439998097717762
0.03550979134536559,0.043040470730873845,0.037061598151922226,0.04373064637184143
0.035429292388500705,0.043011570409420996,0.03713708743453026,0.0435900017619133
0.035574267107632854,0.042630068717464324,0.037621721625328064,0.04358736425638199
0.03555098260121961,0.0425927855314747,0.03775877133011818,0.04351944103837013
0.03555324986096351,0.04268061405708713,0.03695034608244896,0.04379672557115555
0.035258504532037244,0.042653153740590616,0.03729104995727539,0.04348400607705116
0.03567293220229687,0.04244735812948596,0.037118636071681976,0.04340260103344917
0.03533393505119508,0.04232980539241145,0.03741930425167084,0.04318806529045105
0.03553847079315493,0.04218315741708202,0.0373871810734272,0.04298989847302437
0.03551347541712945,0.0420781408827151,0.03722260892391205,0.042993031442165375
