Euclidean Train Loss,Hyperbolic Train Loss,Euclidean Test Loss,Hyperbolic Test Loss
0.07181643934980515,0.4506575292156589,0.06198356673121452,0.13458508253097534
0.060316590532179803,0.0920641535232144,0.06133141741156578,0.0744817703962326
0.059730192946810874,0.06980481070856895,0.06057170405983925,0.06766273826360703
0.059035252659551556,0.06615537224758056,0.059243474155664444,0.06636833399534225
0.05730402806112843,0.06563367478309139,0.057209230959415436,0.06607651710510254
0.05494755109952342,0.06543043928761635,0.05499476194381714,0.06585544347763062
0.05328032758928115,0.06510030574375583,0.05346399545669556,0.06551133096218109
0.052353433183123986,0.06483758649518413,0.05072125792503357,0.0652589201927185
0.04913235059188258,0.0644109231089392,0.04901991784572601,0.06463748961687088
0.047923793835986044,0.06370847467933932,0.04880942776799202,0.06378112733364105
0.047490777868417,0.06254992345648427,0.048058342188596725,0.06225772947072983
0.04658988803144424,0.060793144808661555,0.04731035605072975,0.06068944185972214
0.046071770811273206,0.05947680663197271,0.04760143160820007,0.059589631855487823
0.04583840324513374,0.0586110950718003,0.04670220613479614,0.059185825288295746
0.045978800784195625,0.05805496210532804,0.046427443623542786,0.05846371501684189
0.04513230355035874,0.05722866639975579,0.04684724286198616,0.05764518305659294
0.04518098768688018,0.05626604285451674,0.04724359139800072,0.05647730827331543
0.04544111918057165,0.05501935594985562,0.04598658159375191,0.05529145151376724
0.04478226914521186,0.054196395460636385,0.04598545283079147,0.05463807284832001
0.044612200149605354,0.0536282736687891,0.045928265899419785,0.05409342795610428
0.044840358197689056,0.05336565103742384,0.045945730060338974,0.05377548933029175
0.04466284727377276,0.053031851207056356,0.04601524397730827,0.053552091121673584
0.04465905348620107,0.05266104674627704,0.045558128505945206,0.05324320122599602
0.04424314345082929,0.052298209960422205,0.045014169067144394,0.05280664935708046
0.04379833261332204,0.051746598294665734,0.04492325708270073,0.05251557007431984
0.04373946785926819,0.051259991983252186,0.0462220162153244,0.05186089128255844
0.04407980965991174,0.050576016787559755,0.04498099535703659,0.0510021410882473
0.04366172609790679,0.0497484699853005,0.04578935354948044,0.04991525784134865
0.04368088274232803,0.04884007356820568,0.0446644201874733,0.049402251839637756
0.043560337996290575,0.048049056962613135,0.046121746301651,0.048753779381513596
0.043433182302021214,0.047737888390979456,0.04481009021401405,0.04842451214790344
0.0437149916204714,0.04745804398290573,0.045054059475660324,0.04820425435900688
0.04343031346797943,0.047309605584990595,0.04530205577611923,0.04812077432870865
0.043310053526393825,0.04716479994596973,0.04453043267130852,0.047925349324941635
0.04306330832262193,0.04708319289549705,0.0440092571079731,0.04785579442977905
0.04330901477125383,0.046873335516260516,0.04588974267244339,0.04776328057050705
0.04299615287492352,0.04673018426664414,0.04426548257470131,0.04756489023566246
0.042564797785974315,0.0468394112202429,0.04419133439660072,0.04728182777762413
0.04265381275646148,0.04661212717333148,0.044432565569877625,0.04718928784132004
0.04311746370888526,0.0464331338242177,0.044588904827833176,0.046983502805233
0.04304210493160832,0.046237245442405824,0.04444508999586105,0.047603171318769455
0.04331003129482269,0.046347385813151634,0.044107481837272644,0.047143757343292236
0.042935188979871815,0.04615924663601383,0.044178131967782974,0.047020893543958664
0.04254388268436155,0.045975201913426,0.04443522170186043,0.046483416110277176
0.0429981094935248,0.04578516572233169,0.043772246688604355,0.04644692689180374
0.04240145017543147,0.04560320908504148,0.04364432021975517,0.04673074930906296
0.042502938980056394,0.045641554459448785,0.04416028410196304,0.04629252851009369
0.04242463566122517,0.045419365888641726,0.04370088130235672,0.04634379222989082
0.04227686493146804,0.04543221068959082,0.04418214410543442,0.046123385429382324
0.04220092969556009,0.045377725675221414,0.04338978976011276,0.04603375867009163
0.042174041872062994,0.04521144602087236,0.04372368007898331,0.046028636395931244
0.042347903333363995,0.045157800518697305,0.044209472835063934,0.046056076884269714
0.042543672265545014,0.045162905007600784,0.044074635952711105,0.045890383422374725
0.04247078611966102,0.044987828380638556,0.04386509209871292,0.04589342325925827
0.0420330168018418,0.04492790420209208,0.04367368668317795,0.04560262709856033
0.042280673379859614,0.0451011476257155,0.04369504749774933,0.0459020771086216
0.042551850118944724,0.04483339647131582,0.04390721023082733,0.045505668967962265
0.042326235843281594,0.04481649062325878,0.04437326267361641,0.04618045687675476
0.042326235843281594,0.04490289644848916,0.04437326267361641,0.04542563110589981
0.042326235843281594,0.04466856463301566,0.04437326267361641,0.04544848948717117
0.042326235843281594,0.04459064610062107,0.04437326267361641,0.045480478554964066
0.042326235843281594,0.04464835589451174,0.04437326267361641,0.045589692890644073
0.042326235843281594,0.04473827995600239,0.04437326267361641,0.04526620730757713
0.042326235843281594,0.044445080502379324,0.04437326267361641,0.04506522789597511
0.042326235843281594,0.044418427732682994,0.04437326267361641,0.045112453401088715
0.042326235843281594,0.044434396129462025,0.04437326267361641,0.045497819781303406
0.042326235843281594,0.0443839042657806,0.04437326267361641,0.04520442336797714
0.042326235843281594,0.04453471987958877,0.04437326267361641,0.045096684247255325
0.042326235843281594,0.04445097667555655,0.04437326267361641,0.04500986263155937
0.042326235843281594,0.044379069559997125,0.04437326267361641,0.04514620825648308
0.042326235843281594,0.044332560151815414,0.04437326267361641,0.04485119879245758
0.042326235843281594,0.04437348607086366,0.04437326267361641,0.0451534129679203
0.042326235843281594,0.044341919643263665,0.04437326267361641,0.04493943974375725
0.042326235843281594,0.044328911530394706,0.04437326267361641,0.04514992609620094
0.042326235843281594,0.04422140830466824,0.04437326267361641,0.045049749314785004
0.042326235843281594,0.04426535603500182,0.04437326267361641,0.044934649020433426
0.042326235843281594,0.04430740711189086,0.04437326267361641,0.04496380686759949
0.042326235843281594,0.044190239641935594,0.04437326267361641,0.04478395730257034
0.042326235843281594,0.04417370415983662,0.04437326267361641,0.044821515679359436
0.042326235843281594,0.044218764430092226,0.04437326267361641,0.04502582922577858
0.042326235843281594,0.04432443060701893,0.04437326267361641,0.04512955620884895
0.042326235843281594,0.044220272932321794,0.04437326267361641,0.04484786465764046
0.042326235843281594,0.04424078005456155,0.04437326267361641,0.045054737478494644
0.042326235843281594,0.04416443527706208,0.04437326267361641,0.04464130476117134
0.042326235843281594,0.0439848484050843,0.04437326267361641,0.04496486857533455
